gene_names	gene_ids	imputed.log2.LFQ.intensity.00h_1	imputed.log2.LFQ.intensity.00h_2	imputed.log2.LFQ.intensity.00h_3	imputed.log2.LFQ.intensity.00h_4	imputed.log2.LFQ.intensity.01h_1	imputed.log2.LFQ.intensity.01h_2	imputed.log2.LFQ.intensity.01h_3	imputed.log2.LFQ.intensity.01h_4	imputed.log2.LFQ.intensity.02h_1	imputed.log2.LFQ.intensity.02h_2	imputed.log2.LFQ.intensity.02h_3	imputed.log2.LFQ.intensity.02h_4	imputed.log2.LFQ.intensity.03h_1	imputed.log2.LFQ.intensity.03h_2	imputed.log2.LFQ.intensity.03h_3	imputed.log2.LFQ.intensity.03h_4	imputed.log2.LFQ.intensity.04h_1	imputed.log2.LFQ.intensity.04h_2	imputed.log2.LFQ.intensity.04h_3	imputed.log2.LFQ.intensity.04h_4	imputed.log2.LFQ.intensity.05h_1	imputed.log2.LFQ.intensity.05h_2	imputed.log2.LFQ.intensity.05h_3	imputed.log2.LFQ.intensity.05h_4	imputed.log2.LFQ.intensity.06h_1	imputed.log2.LFQ.intensity.06h_2	imputed.log2.LFQ.intensity.06h_3	imputed.log2.LFQ.intensity.06h_4	imputed.log2.LFQ.intensity.08h_1	imputed.log2.LFQ.intensity.08h_2	imputed.log2.LFQ.intensity.08h_3	imputed.log2.LFQ.intensity.08h_4	imputed.log2.LFQ.intensity.10h_1	imputed.log2.LFQ.intensity.10h_2	imputed.log2.LFQ.intensity.10h_3	imputed.log2.LFQ.intensity.10h_4	imputed.log2.LFQ.intensity.12h_1	imputed.log2.LFQ.intensity.12h_2	imputed.log2.LFQ.intensity.12h_3	imputed.log2.LFQ.intensity.12h_4	imputed.log2.LFQ.intensity.14h_1	imputed.log2.LFQ.intensity.14h_2	imputed.log2.LFQ.intensity.14h_3	imputed.log2.LFQ.intensity.14h_4	imputed.log2.LFQ.intensity.16h_1	imputed.log2.LFQ.intensity.16h_2	imputed.log2.LFQ.intensity.16h_3	imputed.log2.LFQ.intensity.16h_4	imputed.log2.LFQ.intensity.18h_1	imputed.log2.LFQ.intensity.18h_2	imputed.log2.LFQ.intensity.18h_3	imputed.log2.LFQ.intensity.18h_4	imputed.log2.LFQ.intensity.20h_1	imputed.log2.LFQ.intensity.20h_2	imputed.log2.LFQ.intensity.20h_3	imputed.log2.LFQ.intensity.20h_4
CG6406	NA	25.53315	25.9203	25.90582	26.08903	25.94791	26.0803	26.07989	26.08387	25.58721	26.03324	26.27778	25.80791	25.64971	30.31475	25.70187	25.44052	25.67514	26.31394	25.53943	26.23916	26.34959	25.44566	25.58995	25.641	25.3658	25.41912	25.34298	25.59221	25.7281	25.78689	25.58427	25.37746	26.16003	26.30294	26.24265	25.81007	26.04539	25.6424	25.70936	25.8098	26.14194	25.78549	25.79469	25.51269	25.29253	25.93148	25.55289	25.50537	26.51785	26.09081	25.92343	25.96079	26.14129	26.07398	25.77916	26.16714
Snx16	FBgn0034265	26.478	26.22378	26.37592	25.82568	26.45692	26.76446	25.8601	26.07286	26.36286	26.10825	25.80726	25.51962	22.09015	22.38938	22.18645	22.40242	22.57494	22.61057	22.6564	22.49895	21.99661	22.05659	22.76315	22.79836	22.15914	22.21765	22.38271	22.61329	22.53836	22.35669	22.47611	22.76937	22.56303	22.22356	22.8444	22.536	22.96218	23.02549	21.75307	22.99091	22.34525	22.13147	22.70194	22.47768	22.82691	22.75691	23.05736	22.66085	22.34357	23.75355	23.25344	22.63407	22.72184	22.95698	22.3933	22.43069
rdgBbeta	FBgn0027872	26.5086	26.47661	25.87804	26.4564	27.69657	27.41342	27.46568	26.42462	25.72435	26.07519	26.06431	25.62814	26.2245	26.28375	26.77994	26.66424	26.69112	26.40677	26.50043	26.1027	26.17205	25.90855	25.91659	26.81078	26.46145	26.84038	26.59092	26.8147	26.53304	26.55748	26.52187	26.44413	26.60781	25.77613	26.52377	26.41619	27.49435	26.52534	26.64568	26.18406	26.36928	26.49762	26.75353	26.68539	26.21767	26.16436	26.57658	26.55953	27.02802	26.603	26.8688	26.39221	27.01616	26.62157	26.88879	26.69538
Sema-1b	NA	28.56997	28.96105	29.16868	28.90213	29.10744	29.3742	28.89623	29.5634	29.3934	29.60281	29.02057	29.39797	29.35924	29.18867	28.85493	28.68879	28.69132	28.64248	28.83207	28.62704	29.11959	28.32839	28.80104	28.391	28.82526	28.71096	28.26785	28.88393	28.85201	29.13124	28.84981	28.91781	28.63672	28.87062	28.49156	28.8804	28.56278	28.97087	28.66807	28.42998	29.3053	28.82168	28.92329	28.76718	28.40105	28.77285	28.7253	28.50165	28.44063	28.38422	28.88137	28.62024	28.14453	28.78634	28.23188	27.94832
P32	FBgn0034259	32.8822	33.08017	33.06497	33.18661	32.99722	33.34506	32.74196	33.19074	33.13507	32.78544	32.34	32.94836	33.24374	32.97371	33.08499	33.17394	33.46453	33.24827	33.16685	33.18838	33.28499	32.62969	33.22159	33.15337	33.11773	33.25912	32.61524	33.19986	33.18151	33.10804	33.3043	33.12616	33.03923	33.17501	32.64369	33.08795	33.29406	33.2664	32.85399	33.54743	33.40146	33.12583	33.04747	33.06037	32.21526	32.99831	33.08044	33.23378	32.97881	32.691	32.98385	33.19996	31.85203	32.86352	33.5064	33.49274
CG10936	FBgn0034253	22.55128	22.50349	22.35741	22.68214	22.27794	22.63839	22.60589	22.35275	22.47896	22.77915	21.89832	22.67278	22.57271	22.61082	22.75742	22.49259	22.83537	22.6786	22.47585	23.34289	22.54996	22.20606	22.16088	22.74709	22.33528	22.58005	22.24589	22.46113	22.70644	22.53277	22.70016	22.37015	22.00267	22.21868	22.59126	22.62283	22.4832	22.4294	22.57025	22.58518	23.43863	23.44405	23.01636	22.74824	23.42	23.1622	22.67204	23.31191	23.29558	23.46874	23.63682	23.54522	24.85279	23.74571	24.90899	26.29395
CG30105	FBgn0050105	23.24354	22.54012	22.61896	21.97857	22.51255	22.45186	22.46313	22.36295	22.99722	22.04797	22.22802	22.26177	23.10711	22.85581	22.71708	22.58801	26.21747	25.83791	24.84474	25.77914	25.35967	25.80082	25.87096	25.80228	26.05763	25.78026	26.09272	26.46572	26.1252	26.12267	25.96625	26.16988	26.25292	26.22917	26.11817	26.1123	22.1285	22.31738	22.23003	22.51386	22.42643	22.53174	22.5576	22.54021	22.55841	22.46126	22.5702	22.67189	21.83689	22.57418	23.47517	22.21909	22.18683	22.98685	22.14133	22.74051
RhoGAP54D	FBgn0034249	22.22612	21.71922	22.03887	22.57234	22.67627	22.38916	22.32224	23.00833	26.47405	26.54425	26.5394	26.23081	26.48976	26.46678	26.67882	26.10769	26.23973	26.31717	26.44229	26.2919	26.23193	25.99544	26.04352	25.28443	26.68097	26.55624	26.6102	26.15491	26.73492	27.31838	25.44932	27.19807	22.26696	22.4029	22.28218	22.67008	23.3138	22.44205	22.74319	22.53479	22.61896	22.49704	22.74332	22.289	22.61621	22.2104	22.50403	22.32531	22.39013	22.31483	22.441	22.14247	23.01203	22.29247	22.48836	22.78085
CG14483	FBgn0034248	27.11902	26.38342	26.0502	26.55317	26.40269	28.28925	26.60343	27.3164	27.88867	27.69445	27.68756	27.00421	26.91718	26.9077	25.77633	27.00721	26.69706	27.29483	26.90869	26.50252	27.24599	25.83241	25.89502	26.35874	25.77135	27.01999	26.51366	26.40781	27.25915	27.58976	27.42218	27.37094	24.42349	26.17152	26.03097	27.02834	27.85305	27.15663	26.44329	27.47718	26.58248	26.97136	26.12406	26.43434	26.49948	27.05165	27.02327	26.14699	27.53274	27.09802	27.38311	27.37708	25.66378	26.15366	26.9651	27.07143
Dcr-2	FBgn0034246	28.46852	30.21199	28.30635	28.92005	27.32432	27.94782	29.12332	27.9818	28.33518	28.04713	29.70599	28.34037	29.11696	29.00182	29.25228	29.36192	29.53812	28.7521	29.32657	29.38688	28.61572	29.59666	28.98951	29.60228	29.34687	29.30311	29.73602	29.5394	29.52418	29.59418	29.19843	29.33654	29.2056	29.03491	29.54464	29.32305	29.50053	29.26166	29.69019	29.35685	29.14127	29.19392	29.09994	29.47077	29.46289	28.93002	29.00876	28.38496	29.46262	30.23135	29.34153	28.92312	29.57308	29.19681	28.85944	28.84488
CG14482	NA	30.85571	30.55527	31.44865	31.29751	31.86522	30.63642	31.48082	30.75939	31.69358	31.34276	29.95851	30.59957	29.97364	30.24932	30.27108	29.5881	30.6489	29.92974	30.25609	30.04205	30.41417	30.31786	30.10911	29.57449	29.20862	30.44075	30.19402	29.8419	30.80816	30.0715	30.40649	29.62668	30.3956	30.43161	29.52904	30.4007	30.47846	30.47276	29.85769	29.63969	30.53853	29.68706	30.30215	30.26361	30.68787	30.35773	30.49924	30.77831	30.34255	30.11247	30.21639	30.2772	30.00772	30.52253	30.39887	30.82145
Ns2	FBgn0034243	26.2953	29.17942	29.01701	27.95849	27.29442	27.5658	27.07537	27.6154	26.3765	26.58606	26.31318	25.34618	25.92943	26.57041	26.48487	27.48838	27.47236	26.45136	27.24155	27.26249	26.81446	27.33748	27.79897	27.89712	26.59534	28.4255	29.07921	28.43928	29.06183	29.21734	29.13607	29.39409	29.7882	29.91171	29.69226	29.66738	29.81465	29.70877	29.89822	30.31408	30.96293	30.89012	31.1362	30.69934	31.66369	31.02874	31.05446	30.9407	31.03105	30.63114	30.66839	31.39295	31.47513	31.39463	30.76422	31.15074
Sip1	NA	22.59187	22.56215	22.5482	22.57273	22.51187	23.11399	21.42773	22.61552	22.04944	22.47759	21.9454	24.04984	21.78204	22.48034	22.42605	21.96528	22.34816	22.45197	22.50349	22.41821	22.73711	22.38056	22.46405	22.80005	22.69617	22.60784	22.34757	22.24149	27.72811	27.74349	27.74746	27.67634	27.88629	27.50635	27.57774	27.3504	27.44844	27.69962	28.53753	26.6147	27.23544	27.41748	26.83026	27.15316	27.67773	27.8814	27.36853	27.44253	27.81042	28.56812	27.96606	27.19282	27.38047	27.44119	27.39378	26.46493
Prosalpha5	FBgn0016697	30.11545	29.85565	29.6664	29.31032	29.8825	29.58472	29.54468	29.45746	30.17902	29.79012	30.16878	29.40817	31.81528	31.4483	31.87236	32.31506	32.49565	32.37239	31.74591	31.89577	32.15355	31.85824	31.86238	32.30604	32.35563	31.95889	32.31111	32.30389	32.51759	32.2962	31.89117	32.12161	32.62838	32.09317	32.88578	32.1384	31.82396	31.50441	31.98851	32.22516	32.07393	32.15065	32.0797	32.41125	30.68587	32.14029	31.91281	32.51867	31.9025	31.96637	32.45273	32.11129	30.83153	31.86762	32.08528	31.8724
l(2)k01209	FBgn0022029	22.79107	22.52151	22.37546	21.75845	22.52725	22.62539	21.11995	22.44085	22.43009	22.60982	22.66798	22.08668	26.90495	26.83858	26.41748	26.82457	27.54304	26.61961	26.34915	27.01212	27.48201	26.61639	26.5704	26.91411	27.17608	26.39893	27.16643	27.36994	27.52627	27.16701	26.8136	27.35926	27.28586	26.65007	27.74342	27.13722	27.31648	26.71869	27.39485	26.82104	27.07867	26.64568	26.80723	27.18877	27.29938	27.36736	26.94224	26.74484	26.58291	27.17722	27.13173	27.15364	27.12682	27.12564	26.354	27.03685
Mtap	FBgn0034215	29.02897	27.85739	28.14326	26.94425	28.47092	28.22113	27.84164	26.92988	28.26598	28.17446	28.88483	28.35515	29.80477	29.79385	29.75278	30.05012	29.87902	29.88592	29.51555	29.52011	30.49219	29.79216	29.35052	29.72686	30.38803	29.59367	30.09018	29.98155	30.73093	30.15738	29.84788	29.49557	30.40609	29.75385	30.5538	29.67875	30.01664	29.52546	29.68827	29.12504	29.5082	29.37059	29.46572	29.7588	29.57331	29.27358	29.58258	29.88137	29.87888	29.25169	29.79628	29.20497	29.6476	29.49247	29.10277	29.49415
Lhr	FBgn0034217	22.14794	22.06549	22.32626	22.03314	22.49273	21.97567	22.2083	22.65901	22.1712	22.37336	21.7503	22.72209	21.50133	22.47862	22.88153	21.80785	22.40213	22.8993	22.60064	22.65991	22.79295	22.22083	22.46508	22.49894	21.76621	22.9445	22.84191	22.41901	22.67899	22.35403	22.67504	22.5408	22.57181	22.60609	22.35553	22.63322	28.70246	28.45744	28.33074	27.9133	28.49033	28.01612	28.42671	28.52514	28.11392	28.63313	28.40669	28.47715	29.11874	28.5323	28.37605	28.36598	28.21206	28.58194	29.01352	28.94828
robl	FBgn0024196	24.90995	25.01763	25.27626	25.10453	26.11229	26.06909	26.27792	26.08809	25.319	25.18854	26.27826	25.85928	25.70439	25.20945	25.38992	25.40237	25.83734	25.99684	26.20952	25.90203	25.95113	27.11277	26.21707	26.02707	26.26887	26.56753	26.82268	25.62277	25.77675	26.22838	26.15436	26.00647	26.61133	26.56499	25.97904	26.07394	26.20752	25.52579	26.16948	26.44615	26.93044	26.96595	26.66655	26.85421	26.1377	25.74035	25.95923	26.30917	25.90736	25.74316	27.16911	25.97972	26.18467	26.34053	26.38908	26.19362
CG14478	FBgn0028953	26.31551	25.64818	26.02451	25.97712	27.46886	26.89989	26.72923	26.21579	27.30609	27.70444	28.00496	27.3621	27.36778	27.80434	27.3441	27.9202	27.30304	27.28215	27.6352	28.03065	26.92705	28.27515	27.56769	27.58362	27.56565	27.9377	27.9	27.26803	26.78905	27.08578	27.34189	27.57181	27.00013	27.34121	26.96697	27.64437	26.12501	27.33509	27.29903	26.83074	26.84649	27.06343	27.06887	26.83627	25.7617	26.42668	26.73834	26.82978	27.21453	26.87021	27.12913	26.70094	26.48844	26.86041	27.21086	27.15532
qkr54B	FBgn0022987	25.52618	25.71968	25.10657	25.27929	25.21219	26.25857	26.24398	26.09017	25.73604	27.19065	26.66017	26.13673	26.26363	27.11038	26.58128	26.66367	26.59989	26.29476	26.58592	26.29775	25.87326	26.36955	26.28777	25.93611	26.22301	26.45323	26.00813	26.43098	25.16292	26.17484	26.02346	26.02557	25.7597	26.30007	25.93055	25.9374	26.44961	26.39331	26.4124	25.75835	25.89867	25.46413	25.78614	26.02886	25.89231	26.03404	25.68905	25.72671	26.62363	26.37408	26.32528	25.3965	25.73763	25.82065	25.87832	25.36353
veil	FBgn0034225	22.43896	22.34768	23.0444	22.64585	22.74318	22.31395	21.97779	23.53376	22.50308	22.85284	21.80329	22.55953	26.6133	26.78652	26.51626	27.04466	26.46804	26.12983	26.69957	26.04693	26.67357	26.07063	25.8367	25.82242	26.36333	26.17186	25.74443	25.97651	26.66343	26.68298	26.1865	26.00513	26.77492	26.81363	26.87675	26.96404	25.98126	26.11012	25.76859	25.95057	26.08389	25.71262	26.07988	26.17326	26.2933	26.29094	26.20398	26.43295	26.07975	25.6736	25.69926	25.61671	26.09567	26.78223	26.35011	26.34489
CG4847	FBgn0034229	27.29868	27.24581	27.65308	27.25431	27.05399	27.36361	26.7685	27.18622	26.65704	26.08979	26.41876	26.82457	22.32211	22.49165	22.34902	22.82484	22.20712	22.57815	22.56684	22.57341	22.37834	22.28138	23.37681	22.49839	22.67496	22.11029	22.66166	22.69193	22.18252	22.15471	22.28974	22.27971	22.17441	22.35363	22.59691	22.71372	22.31429	22.6193	23.03525	22.93413	22.66158	22.31022	22.72742	22.63686	22.35338	22.54528	22.44405	22.25142	22.60432	22.67593	22.37438	22.33089	22.54037	22.74512	23.02554	22.02241
CG4853	FBgn0034230	22.41511	22.44535	22.63168	22.66568	22.69766	22.51125	22.75056	22.43859	22.50872	22.35657	22.65942	21.97231	22.48819	22.68047	22.96142	22.61285	22.50904	22.45184	22.12781	22.48601	22.85053	22.69006	22.49868	22.50467	22.39917	22.31551	22.5613	22.74028	22.03991	22.30336	22.67956	22.48888	22.37724	22.67056	22.51493	22.69975	22.59759	22.02426	22.43752	22.97172	22.61113	22.65723	22.40394	22.49365	22.28627	22.40351	22.39986	21.68755	22.14607	22.04269	22.07646	22.47601	28.51841	28.01495	27.87883	28.17633
CG4866	FBgn0034232	22.55509	22.43578	22.07448	22.56006	22.55684	22.32968	22.6702	22.61619	22.55694	22.65308	21.81169	22.66061	26.1268	26.80354	27.29946	27.56827	28.35267	26.50549	26.39707	27.33134	27.23845	27.18933	28.13467	26.61681	27.86408	27.72553	26.45588	26.41625	27.98174	27.71476	27.73564	27.67148	28.62634	28.46318	27.89908	27.82432	28.08512	28.52608	28.3726	27.8405	28.76443	28.49091	28.69112	28.61723	28.24848	29.04838	29.09728	29.81488	28.24961	28.13448	28.47564	29.09416	28.37977	29.05362	28.6654	29.22878
eIF3-S9	NA	33.26277	32.78007	32.82964	33.59513	33.32201	32.78936	33.80472	32.93819	32.84483	33.61588	34.58794	32.89271	32.9114	33.13602	33.08841	33.30593	33.39688	33.42041	33.04164	33.1989	33.11198	33.28265	32.95079	33.31433	33.02957	33.22877	33.40844	33.32241	33.12335	33.26794	33.14461	33.26766	33.46538	33.22547	33.52531	33.36372	33.25884	33.14292	33.40261	33.10071	33.30769	33.38329	33.28582	33.42692	32.98196	33.247	33.05257	33.50451	33.25293	33.9328	33.36372	32.86574	33.34202	33.55796	32.68725	32.98478
cyp33	FBgn0028382	26.86762	26.7929	27.21048	27.21058	26.51173	26.73117	27.03465	27.01661	27.77178	27.54718	27.95938	27.55728	27.96356	27.87818	27.72546	27.9419	27.97563	28.13853	27.70879	28.1453	27.98826	27.96207	27.73027	28.10659	27.73143	27.86502	27.94676	27.94654	28.19451	28.1992	27.94659	28.32924	28.18315	28.14477	28.53653	28.01063	27.85591	27.83864	28.0776	28.42682	27.97853	28.23749	28.00625	28.22624	27.81818	28.4128	28.13301	28.44095	27.77499	28.1821	27.72962	28.35645	27.23407	28.08314	28.23297	28.23434
MESR4	FBgn0034240	22.60281	21.92252	22.70243	22.39091	22.52225	22.22732	22.80348	22.6442	22.02267	21.76321	22.63655	22.49917	25.98427	28.26477	26.63078	25.59363	26.07629	26.43786	26.11323	26.19753	26.32052	26.07204	26.07235	26.33691	26.5628	26.54808	26.29729	26.5224	26.30795	26.15532	26.21823	26.47879	26.68151	25.92572	26.27386	26.30314	26.26721	26.08902	26.62338	25.90205	26.00185	26.25681	26.27425	26.09003	26.72884	26.13499	25.85669	26.39842	25.92039	26.09268	25.85667	26.28012	26.3518	26.37222	26.35028	26.64334
RpL18A	FBgn0010409	33.53566	33.38985	33.71047	33.95359	33.93763	34.05302	34.42767	34.05423	33.75941	34.06704	35.30739	33.61883	33.99243	34.20413	34.00009	33.97468	34.17675	33.9804	34.08876	33.84623	34.15715	33.85647	33.97289	34.09899	34.13132	33.6875	34.19945	34.13446	34.07184	34.14163	34.03764	34.18999	34.17616	34.0138	34.50403	33.9888	33.97083	34.23364	34.21466	34.05803	33.9386	34.26423	34.06375	34.21306	34.09805	34.18016	34.27163	34.85879	34.41872	34.75608	34.19506	34.2135	34.33065	34.17027	34.00588	33.95619
Tes	FBgn0034223	22.39614	22.48952	22.47035	22.78732	26.90334	26.55088	26.40375	26.54426	27.13081	27.28885	26.72716	26.56752	26.28667	26.98566	26.3119	26.84649	26.84793	26.12631	26.30918	26.66898	26.88099	27.10769	26.38574	26.95116	26.9695	26.50039	26.99981	26.94089	26.73441	27.30617	26.33376	26.61358	26.59762	26.48846	26.94268	26.43325	26.64774	26.70556	26.81458	26.33872	26.3578	26.22477	26.63118	26.93202	26.21558	26.20204	25.97823	26.33906	26.7348	27.04114	26.62979	26.41493	26.55659	26.20983	26.36736	26.80538
EDTP	FBgn0027506	27.14453	27.46848	26.96785	26.74625	26.67627	26.9457	26.86856	26.91582	27.04698	27.67896	27.27551	26.71293	27.36986	27.55939	26.88274	27.30835	26.93731	26.73079	27.00045	26.74124	27.22922	27.3006	26.77794	26.98	27.51713	26.53053	27.04385	27.01776	26.64705	26.41854	26.66641	26.23469	26.08645	25.76939	26.72351	25.97283	26.03884	26.07282	26.4095	25.51569	25.58517	25.85911	26.00932	25.90419	25.88397	25.55491	25.40201	25.38637	26.57486	25.66188	25.49146	25.34276	26.30862	25.46036	25.56018	25.2696
Bap55	FBgn0025716	30.02947	30.05194	29.95865	29.8661	29.47595	29.78656	30.21917	30.10412	30.65881	30.99388	30.93192	31.1188	31.51423	31.52725	31.11657	31.60045	31.10143	31.20145	31.29702	31.49333	31.49405	31.41019	31.36573	31.45978	31.31808	31.06741	31.54222	31.49948	30.75541	31.4589	31.9086	31.57068	31.72513	31.68211	31.50616	31.88125	31.26008	31.64362	31.61149	31.94231	31.93403	31.85731	31.87247	32.01259	31.87932	32.03243	31.81284	31.98831	31.47155	31.46139	31.33671	31.92589	31.57957	31.9538	31.84292	31.76616
CG6550	FBgn0034214	29.41367	29.999	29.81465	29.52507	29.43131	30.01119	29.58402	30.02406	29.97008	29.88691	28.87455	29.76191	29.32045	29.11746	29.13438	29.37559	29.53629	29.17081	29.12157	29.13183	29.31726	28.90951	28.99814	28.69893	29.19932	29.37252	29.04489	29.01914	29.19039	29.03462	29.15187	28.7801	29.18194	29.15938	28.30817	29.14501	29.15502	29.37051	29.11371	28.5896	29.31999	28.97271	29.15993	28.86151	29.15593	29.02586	28.97558	28.67142	28.44676	28.53416	28.61702	28.8315	29.20869	29.33998	28.94349	28.78824
CG30101	NA	21.84496	22.49052	22.32905	22.41599	22.72025	22.3515	22.01871	22.44893	22.47713	23.63732	22.79307	22.67184	22.50941	22.55657	22.59306	22.7785	22.92852	21.94502	22.69484	22.32916	22.92159	22.62219	22.27168	22.69188	22.67309	22.87297	22.57235	22.28042	22.24608	22.94484	22.38111	22.55557	22.61692	21.82395	23.15072	22.53134	22.68699	22.32886	22.74748	22.58745	22.37043	22.65585	22.3723	22.73636	22.57738	22.64484	22.53118	22.91859	27.06257	26.12242	26.77191	26.51316	25.96583	29.08008	29.21134	30.85875
CG6805	FBgn0034179	26.76708	26.13512	25.41529	26.08516	27.31463	26.69593	26.77316	26.42302	26.76913	26.97531	26.16927	26.5773	26.39652	26.16945	26.97011	26.42559	26.00272	25.75494	25.87939	25.96932	22.95393	22.75619	22.7776	22.61904	22.58106	22.29003	23.08238	22.69679	26.90219	26.95526	26.62417	27.35994	27.10879	25.92032	26.1206	26.77756	27.1039	26.66777	26.66547	26.14369	26.80845	26.72754	26.37816	26.8527	26.92852	26.96003	26.59149	27.06054	26.68686	26.48936	26.93495	26.75085	26.75951	26.96807	26.64856	26.93528
Dark	FBgn0263864	21.55605	22.15067	22.49287	22.70951	21.5905	20.92897	22.21748	22.05419	23.23602	22.71743	22.3568	22.79536	22.33993	22.82167	23.44515	22.11634	22.37676	22.26286	22.96678	22.31796	22.6411	22.32316	22.62966	22.44406	22.45395	22.53562	22.89217	22.40229	22.49685	22.92941	22.55254	22.25748	24.53005	24.687	24.60885	24.70484	24.67903	24.32316	24.73371	24.2474	23.95411	24.84862	24.96301	24.77072	25.38509	24.14157	24.88339	24.37979	26.5471	26.23075	26.23983	26.0731	25.5245	25.89959	25.29908	25.16948
RhoGEF2	FBgn0023172	27.48285	27.07357	26.35069	27.9279	26.97476	27.23918	27.32946	27.48961	28.02986	28.1954	28.4109	27.7625	27.92751	27.94486	27.67418	28.1804	27.88844	27.85341	28.00002	28.08755	27.57181	27.92632	27.86915	27.67956	28.30391	28.04291	28.24916	27.4501	27.94548	28.3546	28.0561	28.38467	26.92082	27.95438	28.11247	28.56224	27.76326	27.72038	28.61656	28.16289	27.49106	28.16226	28.23959	28.21947	28.0544	27.61919	27.63104	27.00667	27.61604	28.70639	28.01148	27.64265	28.06193	28.38776	27.88384	27.55866
fat-spondin	FBgn0026721	26.18158	26.50431	26.11012	26.20831	26.11666	27.02375	26.73824	26.73195	25.78092	25.34163	26.00264	25.99376	25.31244	25.34403	25.7158	25.80082	22.32899	22.6343	21.5702	23.04857	22.15966	22.55083	22.45474	22.673	22.53264	22.39271	22.42953	22.23361	25.33101	25.22402	25.52316	25.4186	25.32787	25.17782	25.62728	25.33289	24.37225	24.39523	24.6945	24.9374	25.26116	25.96385	25.99216	25.75676	26.44831	25.36142	26.23861	25.56785	26.35645	25.99703	26.66388	26.59192	25.53505	26.42172	26.81714	26.29567
CG6984	FBgn0034191	30.08119	30.43002	30.23569	30.4347	30.29931	30.40497	30.31722	30.37389	30.24048	29.96939	29.45965	29.96829	29.87976	29.71779	29.67462	29.66139	30.42362	30.32539	29.81563	29.57076	29.79821	29.5366	29.89331	29.46702	29.85261	30.03944	29.27644	29.48848	29.71337	29.71448	29.57203	29.5463	30.08664	29.35664	28.59698	29.50351	29.86268	29.98033	29.11453	28.95502	30.08512	29.73971	29.44516	29.3602	29.08573	30.04049	29.5725	29.62443	29.31361	29.02224	29.787	29.5189	28.74278	29.726	29.58812	29.83999
CG11395	NA	29.25892	29.78194	30.00517	29.44626	28.88998	29.34982	28.77458	29.36254	28.52032	28.51826	27.55105	29.08945	28.30042	27.52791	27.63589	27.60753	27.84122	27.11148	27.95366	28.15219	27.40406	27.30774	28.32753	28.01861	26.78831	27.29964	27.17627	27.23599	26.86514	26.9149	28.24254	28.07857	25.21753	27.27994	25.96884	26.1025	27.72813	27.6729	27.59427	27.67593	27.2562	26.93179	26.42119	27.15151	27.83418	25.98126	27.04114	26.66709	28.37484	28.65427	28.2658	26.9556	26.2406	27.86201	27.47476	27.576
GstS1	FBgn0010226	29.64657	29.93523	29.72459	29.63466	29.1366	29.27222	29.09404	29.11951	29.08889	29.00571	28.66221	28.96188	30.5449	30.78574	30.56901	30.56765	30.54977	30.36588	30.22458	30.20536	30.67186	30.70751	30.40801	30.81795	30.73206	30.137	30.88998	30.67749	30.75859	30.44914	30.07061	30.40416	31.11334	30.36693	31.04863	30.41659	30.98094	30.34509	30.5073	30.59165	30.16123	30.22699	30.23831	30.60497	29.95158	30.09333	30.19413	30.77902	30.62453	30.25946	30.6254	30.11793	30.10037	30.10812	29.79467	30.3551
Sply	FBgn0010591	33.12902	33.37697	33.26905	33.37412	33.09264	33.3793	32.95958	33.50711	33.28885	32.95579	32.49161	33.0458	32.69414	32.25507	32.29729	32.2485	32.42019	32.58466	32.51674	32.22912	32.4378	32.15273	32.52496	32.13935	32.18733	32.65359	31.72204	32.10643	32.35841	32.13855	32.37894	32.19313	32.11747	32.08163	31.66937	32.06079	32.45648	32.55609	31.93944	32.25169	32.51157	32.19595	32.03167	32.14151	32.33149	32.23103	32.1262	31.74041	32.1024	31.63249	32.15626	32.32761	32.35008	32.33258	32.55497	32.70147
CG8950	FBgn0034186	22.69388	23.0727	22.83665	22.50015	22.58355	22.41891	22.34976	22.49847	28.05554	27.48613	27.77014	28.53611	26.95449	27.15586	26.67263	26.76002	27.35473	26.94345	26.59818	26.5819	27.09748	27.13731	26.62003	26.78718	27.22453	27.27115	26.81421	26.81519	26.56039	27.13809	26.86797	26.98728	26.23666	26.39705	27.26723	27.48681	26.92918	27.06478	27.06293	27.1964	27.61182	27.61031	27.28267	27.52162	27.27782	27.1489	26.8313	27.53105	27.779	27.25925	27.30565	27.64116	26.80637	27.27904	27.47676	27.21132
tef	FBgn0086350	22.62289	23.58749	22.69211	22.58779	23.03712	23.25158	22.41752	21.88756	22.75296	22.36775	22.13696	21.82177	24.61229	24.69094	24.41828	24.54887	24.9387	25.10236	25.34095	24.96495	24.73107	24.62845	24.49061	24.91203	24.41734	24.32622	23.97739	24.40323	24.8785	24.6928	24.6646	24.88573	24.68966	24.88245	24.66541	24.61762	24.56964	24.4771	24.88176	25.16329	24.75103	24.47662	24.43428	24.4878	22.98009	22.76823	22.65612	21.94926	22.79231	21.73355	22.68108	21.84397	23.63423	22.72918	22.45479	22.06235
