gene_names	gene_ids	imputed.log2.LFQ.intensity.00h_1	imputed.log2.LFQ.intensity.00h_2	imputed.log2.LFQ.intensity.00h_3	imputed.log2.LFQ.intensity.00h_4	imputed.log2.LFQ.intensity.01h_1	imputed.log2.LFQ.intensity.01h_2	imputed.log2.LFQ.intensity.01h_3	imputed.log2.LFQ.intensity.01h_4	imputed.log2.LFQ.intensity.02h_1	imputed.log2.LFQ.intensity.02h_2	imputed.log2.LFQ.intensity.02h_3	imputed.log2.LFQ.intensity.02h_4	imputed.log2.LFQ.intensity.03h_1	imputed.log2.LFQ.intensity.03h_2	imputed.log2.LFQ.intensity.03h_3	imputed.log2.LFQ.intensity.03h_4	imputed.log2.LFQ.intensity.04h_1	imputed.log2.LFQ.intensity.04h_2	imputed.log2.LFQ.intensity.04h_3	imputed.log2.LFQ.intensity.04h_4	imputed.log2.LFQ.intensity.05h_1	imputed.log2.LFQ.intensity.05h_2	imputed.log2.LFQ.intensity.05h_3	imputed.log2.LFQ.intensity.05h_4	imputed.log2.LFQ.intensity.06h_1	imputed.log2.LFQ.intensity.06h_2	imputed.log2.LFQ.intensity.06h_3	imputed.log2.LFQ.intensity.06h_4	imputed.log2.LFQ.intensity.08h_1	imputed.log2.LFQ.intensity.08h_2	imputed.log2.LFQ.intensity.08h_3	imputed.log2.LFQ.intensity.08h_4	imputed.log2.LFQ.intensity.10h_1	imputed.log2.LFQ.intensity.10h_2	imputed.log2.LFQ.intensity.10h_3	imputed.log2.LFQ.intensity.10h_4	imputed.log2.LFQ.intensity.12h_1	imputed.log2.LFQ.intensity.12h_2	imputed.log2.LFQ.intensity.12h_3	imputed.log2.LFQ.intensity.12h_4	imputed.log2.LFQ.intensity.14h_1	imputed.log2.LFQ.intensity.14h_2	imputed.log2.LFQ.intensity.14h_3	imputed.log2.LFQ.intensity.14h_4	imputed.log2.LFQ.intensity.16h_1	imputed.log2.LFQ.intensity.16h_2	imputed.log2.LFQ.intensity.16h_3	imputed.log2.LFQ.intensity.16h_4	imputed.log2.LFQ.intensity.18h_1	imputed.log2.LFQ.intensity.18h_2	imputed.log2.LFQ.intensity.18h_3	imputed.log2.LFQ.intensity.18h_4	imputed.log2.LFQ.intensity.20h_1	imputed.log2.LFQ.intensity.20h_2	imputed.log2.LFQ.intensity.20h_3	imputed.log2.LFQ.intensity.20h_4
CG16989	FBgn0025621	26.77467307	25.9812429	26.32505342	26.12850997	26.20020881	26.17661761	26.43303956	26.36812659	26.55222829	26.32759102	26.99862641	25.58815074	26.61147086	27.20508446	25.71426543	26.40024963	26.32084282	25.72567247	25.66974191	26.95560007	26.76293916	26.85221916	26.69125706	26.16827165	26.61512468	26.3501296	26.26563622	26.25172828	26.12911948	26.12601026	26.66532963	26.83279751	26.08210794	26.85483662	26.62198566	26.33699939	26.43996553	26.37615282	26.86431482	25.77394406	26.14707245	26.28531529	26.40632907	26.91102235	26.91661353	26.62770152	26.32591121	26.00311674	26.50146974	26.86017577	26.44170766	26.2992192	27.35186569	26.42436712	26.07879385	26.51666632
Sec22	FBgn0260855	29.93241365	29.84549017	29.93957693	29.9267704	30.19084106	30.24308985	30.19237052	30.0119864	30.70281042	30.17057033	29.41918756	30.26248545	30.30182005	30.60990462	29.81775288	30.09320436	29.7475762	29.77818724	30.25642417	30.02432571	30.21059871	30.20256463	30.02115146	29.59160013	29.9046919	29.94209668	29.59044054	29.53639975	30.07022435	29.82172643	29.76584999	29.9983305	30.11023342	30.11681569	29.63528185	30.19858929	30.00985283	30.265283	29.86167015	29.42444321	30.19119415	30.33798619	30.13013639	30.19483777	29.9515762	30.26751713	30.21117915	30.59699332	29.79867739	29.60597272	29.99954065	30.31040528	30.07953662	30.34159585	30.2651712	30.18411574
Rbf	FBgn0015799	25.41895844	26.26538584	25.44594336	25.32443549	26.34063648	26.75416847	26.30726836	26.33133781	26.12113619	26.7568454	25.89004009	25.85188569	27.13975415	26.61750872	26.33621504	27.6326324	26.70147251	26.53274508	26.04451886	26.78519003	27.7389879	27.01030648	27.47266518	26.99862641	26.6183492	26.30204675	28.30552122	27.71862223	27.12346675	27.42678403	27.26060244	27.78406687	28.19154716	28.09973923	28.54598396	27.59220631	28.20987863	27.76907036	28.55709478	28.60519566	28.79686881	28.88718942	29.21454113	28.94910081	29.33082513	29.24911685	28.76084733	28.89628486	27.92246672	28.31773285	28.70375116	29.2154672	29.45020206	29.41461847	29.77594481	29.47004853
RpL22	FBgn0015288	34.38226434	33.39840978	33.76663206	33.99984303	34.28843315	34.27815155	34.51318109	34.2273375	34.0825058	34.60255669	35.39125633	33.77077236	34.53217842	34.6791322	33.61774078	33.74063326	33.86728613	34.92114047	33.91669894	34.21632039	34.06390763	34.44029184	34.20703838	34.4136202	33.38149099	34.32308069	33.92388736	34.48020989	33.39547604	34.26122478	34.06342553	34.30816881	33.16992852	34.40057436	34.18489903	34.5704004	34.21371585	34.39942881	34.72278234	35.2602435	34.29741254	34.34473368	34.47611046	34.53681657	33.98617289	34.50693054	34.40799836	35.09270045	34.28685083	35.32365116	34.36958066	34.48171411	34.23698911	34.56654974	33.74695187	34.10563599
CG13362	FBgn0029531	22.70976511	22.42644909	22.4481415	22.93610767	22.64619666	22.9144266	22.61683702	22.77162666	21.74215857	22.67222961	22.76745433	23.35914615	22.42278234	23.08794388	22.43254179	22.54289551	22.61004719	22.22443804	22.82118297	23.02758229	22.49401196	22.93989562	22.43038713	22.61340979	22.45902549	22.35339201	22.56501632	22.5914761	22.87028823	22.80567411	22.49082909	22.51193442	22.67438833	22.17199564	22.21949369	22.73887342	22.42294871	22.64248181	22.6093012	22.67666057	27.54111671	27.39280243	27.41554553	27.48469864	28.63079397	27.50468554	28.63992827	28.73721572	28.51521295	27.76547065	27.96218053	29.3143871	28.74903194	28.90718729	29.89212082	29.99631133
Hmt4-20	FBgn0025639	22.46697822	22.60925064	22.04673575	22.41484191	22.01491748	22.90189352	22.56405583	22.23053242	21.27011974	22.62921433	22.64306457	22.73761202	25.49664779	25.28926132	25.18699377	25.33923716	24.99844791	25.08350854	24.73164014	25.11901962	24.93732784	25.71609873	25.42822265	25.24651694	25.97853975	25.25161994	25.57195813	25.08800564	26.31248845	25.84037544	25.81911821	25.74288546	25.71350525	25.26599383	26.05215621	25.50524605	25.24684496	25.78706001	25.63483542	25.50376097	25.66757806	25.66757806	25.8446734	25.73112219	27.02189275	26.2260239	25.87211122	25.72236667	26.7096457	25.72948943	25.40308122	25.81112731	25.69893783	25.77178	25.5325816	25.82031182
RpL36	FBgn0002579	32.10752349	31.70318183	32.17376019	31.9576424	32.60961846	31.93054677	32.80002462	32.47324602	32.25763284	32.61227971	33.43651167	31.82399754	32.3086435	32.74167824	32.45265367	32.35160772	32.65484554	32.76669129	32.00734853	32.41096992	32.74999097	32.74953152	32.34855078	32.32251671	32.75364142	32.23080521	32.8784383	32.11919901	32.68633083	32.36903457	32.46443583	32.36627498	32.54637042	32.94211416	32.67642342	32.69064532	32.68816659	32.42974463	32.74268232	32.7549159	32.82443389	32.36520617	32.56984609	32.47901743	32.47004853	32.59579361	32.84761595	33.34162236	32.79405096	33.29707084	32.65765898	32.44761327	32.66027566	32.42954512	32.06049731	32.52199188
CG13364	FBgn0026879	26.29960351	26.04653419	25.68418337	26.60512499	30.23569169	29.70974839	28.24717103	29.3526244	27.13594408	26.64265043	26.81391901	26.48632624	25.67742437	28.80023682	25.41380377	24.67793509	26.5634877	27.81537264	25.05709569	25.80754517	24.81171531	25.88007597	25.05614485	25.6609038	26.50739519	25.87743374	25.98802204	24.75348283	24.95491265	25.21000864	25.04189541	24.69349763	22.51722492	21.87897454	22.08296202	22.68202152	22.46796899	22.77985603	22.12521624	22.16546773	22.88584971	22.60004064	22.94690252	22.53750387	28.6702223	28.84472445	28.22001453	28.66387169	28.11693094	27.96452817	27.82441997	28.24180745	27.20340506	27.14646983	27.311414	27.65554478
CG13365	FBgn0029529	28.13760612	28.09577157	28.12445314	28.0437474	27.97032298	28.36761378	27.5959803	28.28498009	28.83539018	28.37894113	27.21918861	28.25403757	28.30020598	28.07856993	26.86525922	26.99172406	27.80931282	28.08962278	26.80992608	27.6101335	28.0585311	27.10918743	26.99118343	27.12050352	27.15122113	27.74451596	27.07867171	27.33662492	27.45159787	27.23178383	27.06650821	27.37210557	26.70041453	27.09657603	26.82427562	26.85733068	27.43380368	27.48815126	26.40845246	27.57181351	27.89070115	27.00678028	27.30417248	26.46771474	27.26776268	27.5322992	27.31613649	27.80328903	26.06858018	25.81926442	27.56026927	27.31276541	26.88425158	27.02125738	27.46411931	27.76875495
MED22	FBgn0040339	22.80166588	22.80656974	22.67076393	22.51445545	22.33877578	22.46595253	22.78336578	22.54571583	22.82620621	22.03898403	23.03763464	22.33014305	25.2346336	25.10621467	25.01746056	25.54836734	25.74737452	25.18294683	25.1540254	25.78593831	25.28054453	25.43224104	24.97539461	25.02297994	25.36135189	25.53866211	25.42082247	25.65119236	25.15775974	25.70412298	24.67330519	25.36892949	26.12604021	25.73796237	25.94433835	26.01777358	25.53787872	25.87820661	25.99422538	25.7166746	25.25886072	25.66397346	25.38765188	25.06545754	25.76874007	26.07724602	26.01246069	26.64855946	26.26072991	25.60201238	25.83495989	25.80848427	25.75559207	25.94154271	25.67083253	25.52043309
TRAM	FBgn0040340	26.55768642	27.21678582	26.79706216	26.84326517	27.5524333	26.89713291	26.95362636	27.07734791	26.87321432	26.70681759	26.95327621	26.81335553	26.06723654	26.40135197	26.03987888	26.26126626	26.4130849	26.8114849	26.42022817	26.7129827	26.68590022	26.72857041	26.82140712	26.99565026	27.80206144	26.91608093	26.72444351	26.85488814	27.06596478	27.15453563	27.15894384	27.29523353	26.91102235	27.71679215	27.42510848	27.11366492	27.6087949	27.85798318	27.76401558	27.17436159	28.99800762	28.72357794	28.64044553	28.25871698	28.80298102	28.58240492	28.56256368	28.29381927	28.94923999	28.18305098	28.10893827	28.92209804	28.89810286	28.8420614	29.50570793	28.65331717
CG3021	FBgn0040337	26.4646958	26.52510162	26.65225745	26.47373374	26.50453401	26.42790308	26.42191406	26.22414789	26.56666994	26.44731571	25.92275025	26.3025349	26.37593747	26.51777786	26.11157715	26.14635394	25.90757774	25.9476414	26.29293339	25.93159111	26.24308985	26.02658575	26.61104867	26.13662868	25.65600057	25.58566035	25.54333645	25.83837954	22.73041331	22.63018621	22.5395706	22.52661794	22.83325298	22.32875825	22.13019956	22.81297971	22.60283064	22.67576992	22.71848689	22.9314338	22.54558465	22.64766009	22.6764382	22.96397752	22.61611853	22.09431237	22.20612628	22.09119097	22.63842539	22.28749554	21.50711709	22.25277544	22.52215631	21.32678397	22.6408367	22.65975136
su(w[a])	FBgn0003638	22.89335423	21.0747406	22.1969095	22.53238561	21.84549004	22.43078332	22.83748109	22.32645912	26.67211844	26.8282917	26.75646368	26.851296	26.16871367	26.33600734	26.50686125	25.97537317	24.37355753	25.78960244	25.90163786	25.72067179	22.73740767	22.4756262	22.82259195	22.05435976	22.37613444	22.81380849	22.31300311	22.1179359	26.58700901	26.68565435	26.48134967	26.75122165	26.22653364	26.22162429	26.23523923	26.41690415	25.49101918	25.83734958	26.22595038	25.64935465	26.39539734	26.49847503	26.30803261	26.15018308	26.58066301	27.16865334	26.52395291	28.2576835	26.92623854	26.85221916	26.94466757	27.23073635	26.63519534	26.57307125	25.94261687	26.52872795
CG14629	FBgn0040398	26.99085894	27.35060175	27.82043356	26.90735923	25.89152415	26.14712334	26.30699035	27.24590256	25.9730087	25.81881807	24.92598795	26.45051279	25.56546472	25.45789433	25.13201876	25.76538171	22.44365995	22.36178597	22.41754191	22.54613845	22.21744746	22.87387515	22.51154768	22.4523845	25.73213704	26.08292005	26.12845232	26.16393485	26.60059533	26.48062573	26.09958876	26.07580703	27.18640823	27.57636221	26.90311212	26.89850655	27.67357478	27.84086166	26.5367221	26.21558291	29.51029977	29.29364389	29.07762804	29.16206942	28.40799076	29.54565262	28.91056497	29.38925725	27.99776542	27.38302698	28.30825833	29.54375517	28.07316485	29.54113518	28.98114489	29.10858938
CG3655	FBgn0040397	28.96245637	29.43499682	29.45411087	28.7604984	28.18271956	29.08952176	28.32847299	28.73934207	29.0711455	29.36888371	28.93910048	29.07030114	28.33270408	28.61645742	27.96829168	28.05211751	28.30147122	27.87067758	28.16523618	28.19966606	28.26704825	28.17378996	27.9587558	27.83918033	26.7430396	28.01323841	27.3742633	27.37119171	27.48385341	27.32791647	27.36202112	26.92059401	26.70343004	26.70925129	26.02091841	26.97136498	26.29493241	27.15981007	27.10799108	26.4865393	26.71672675	26.47388854	26.51374819	26.98413662	25.71284959	26.11382386	26.14129731	26.43845926	27.31407303	27.12455174	26.84344628	26.85830773	25.83373865	25.85948628	25.63291338	25.80648846
CDC45L	NA	27.83261646	27.1770262	27.30512978	27.57000448	28.09958876	27.84732847	28.13442703	27.20041463	27.99991693	28.00351354	27.30730311	28.01977378	27.24889073	27.62449786	27.81463947	27.46995153	27.24345309	27.26382895	27.83791805	27.10908777	27.8922077	28.10484594	27.18347698	27.62498583	27.7150907	27.79680694	28.20708785	27.49144273	27.18697488	27.67761255	27.4766875	27.45136206	27.38566219	26.64443944	27.6499987	27.487078	26.72507434	27.13075012	27.70259577	26.16244404	26.03109523	26.78618765	26.71056558	26.61166618	26.04934327	25.75470649	26.32161712	25.5383957	26.39304802	26.11652323	26.73892349	25.74814268	25.68198749	25.28693298	25.98562325	25.7760187
CG3699	FBgn0040349	22.4503079	22.71892984	22.67511454	22.3075087	22.90038128	22.35990763	23.56628845	22.90603024	22.47862032	22.62607973	21.69167043	22.49246502	22.55654077	22.42257286	22.55771369	22.63188744	22.70317967	22.47059962	22.30568804	22.32526629	22.40926529	22.72107503	22.11622619	22.79942034	22.46449547	22.30695012	22.48429251	22.5033534	22.61821778	22.45350085	22.70837776	22.42070732	22.35172132	22.10318025	22.5905316	22.72569553	22.67313164	22.22685314	22.69187243	22.01640986	25.8712432	26.08164077	24.85471775	26.41591619	27.14928398	26.50529149	26.22495745	28.03186296	27.63028998	27.03086377	27.02369142	27.47243279	28.90130043	27.81799678	28.80783993	29.34428659
CG3704	FBgn0040346	27.69836247	27.08618418	27.43109559	27.40900305	27.58505858	26.63034268	27.51103537	27.08365056	26.65853599	27.36185384	28.13388833	26.77906445	28.65652574	28.46135048	28.35131812	28.51930859	28.80214906	28.39839958	28.36461146	28.4977368	28.9797012	28.96400007	27.99102119	28.67596516	28.96457853	28.22144913	28.90999303	28.77975331	28.49918246	28.85061064	28.57014929	28.40888162	28.80026768	28.34777497	28.61887426	28.7619887	28.77526982	28.56070658	28.60576084	28.22218649	28.29491489	28.25457828	28.28700777	28.34218951	28.46236503	28.08344768	28.24445152	28.24676343	28.06244797	28.53538034	28.54185523	27.88901891	28.26820902	28.02210447	27.99458607	27.7509813
CG11378	FBgn0040364	22.63368451	22.56371991	22.49784503	22.97840883	22.27787146	22.44015164	22.83380447	22.70428961	21.09989096	22.27056862	22.77574514	22.97919222	22.31563625	22.38390106	22.30907377	22.45043764	22.52102696	22.54892737	22.36845313	22.82688593	22.02953645	22.65675321	22.5635884	22.58898352	22.77350358	22.35181063	22.57011412	21.91291836	22.36740064	22.64090818	22.33124605	22.28918602	22.70906505	22.45079726	22.17009138	22.14698808	22.65513732	22.68312863	22.40887994	21.95964364	22.69967513	22.56703964	22.47720078	22.78726095	26.06026277	25.75587649	25.93393355	26.22298705	25.34416319	25.09992155	25.68769615	25.36379308	28.0914248	27.55907792	27.25078907	27.78081727
CG14626	FBgn0040360	22.53400578	22.37972714	22.28106497	22.18589119	21.85778747	22.09158107	22.28952262	22.94506037	22.29248934	22.70405977	22.67868202	24.59288587	22.58617234	22.80936547	22.61049278	22.42612107	22.4682708	22.78133379	22.29686914	22.63152671	22.37192067	22.11205615	22.4555514	22.34915014	22.168084	22.61648286	22.30299238	22.03991717	22.57143267	21.9549655	22.43041114	22.60516217	22.67048583	22.48258736	22.69915729	22.883718	22.8096885	22.55078521	21.38441619	22.3987115	22.6060293	22.57558086	22.63879901	22.42223279	22.40908433	22.43025475	22.38083697	22.48974562	22.63140561	22.99739023	22.33652678	23.94252527	25.7810948	26.09164044	25.91214232	26.41511029
CG11381	FBgn0029568	27.96845648	28.81347786	28.99329077	28.68605527	22.7019156	22.34909845	22.60572657	22.59051638	22.04966607	21.43094195	22.38754336	22.65687831	22.44505967	21.73057218	22.66645907	22.7144642	22.5337897	22.50839903	22.41994337	22.57262747	23.06711999	22.18851608	22.85631099	23.12797988	22.45927068	23.02579793	22.659885	22.12973399	22.60098309	22.60316759	22.24036654	22.35873209	22.58452815	22.31817295	21.95782899	22.63144935	22.63703273	22.4860056	22.10262254	22.25347061	22.533247	22.63958553	22.4231822	22.35124736	22.72834042	22.48209367	22.68543972	22.84513639	22.68655783	21.94798313	22.36962617	22.38180388	22.19096968	22.29909224	22.63534961	22.39583806
fs(1)N	FBgn0004650	32.19151775	32.75021066	32.43178803	32.05866012	31.08904183	31.29137303	31.06503192	31.46694116	29.89654472	30.20955332	29.15097913	30.69610847	30.3271027	30.44529617	28.68461814	29.22197915	29.68548727	29.34521765	28.98234232	28.86549523	28.91812172	29.32178053	28.38393338	28.98666116	28.84795564	28.8128967	29.33212785	27.85168319	28.57427014	28.02812561	27.70252972	27.81848447	27.92582501	27.92818328	27.63089809	27.41586785	27.36185384	28.03836703	28.27559811	25.53818846	27.86260151	27.37359973	27.42245955	27.37310185	27.81274372	27.35220255	27.75589092	28.67855308	29.43229097	29.24327148	29.11483175	26.89631374	28.15706524	29.0099329	29.04392988	29.07928229
CG11412	NA	26.97421291	26.55005686	26.81672565	26.75340632	27.23653586	28.05888646	27.5187085	26.83766122	26.51097503	27.42894142	28.24993061	27.49368264	26.35050059	26.76828729	26.31934467	26.27005208	26.90299716	26.39659616	27.12965777	26.76584569	26.59534013	26.43513993	26.29202158	25.72273146	26.87958531	26.12723113	26.61428231	26.01141598	25.94202414	26.30154099	25.80277153	26.03168421	26.84122168	26.52504223	26.82389596	26.81775288	26.35122543	25.86950141	26.7390523	26.26015375	26.15719056	26.09689769	26.40882494	26.10513578	25.87911785	26.24367099	26.19323101	26.66220853	27.18857919	27.43523532	26.2399258	26.8170485	26.7679977	26.77253527	26.8028401	26.23670007
CG11417	FBgn0024364	27.19638646	26.65471753	26.897122	27.09214595	26.46238844	26.67424853	27.34409608	27.17369467	26.55002749	28.07464561	28.30734654	28.53345076	27.88384389	27.58985147	27.54929314	27.48730805	27.89983216	27.57159654	27.64423313	28.3426558	27.63103692	27.75881599	27.49426892	27.59512667	27.75983202	27.95676351	28.09315398	27.44466448	27.71757676	28.05992384	27.80949682	27.74842423	28.20116282	27.99253464	27.98109043	28.19652716	28.54229816	28.16442116	28.09204511	28.52563186	28.19558886	29.00160899	28.67468629	28.60660819	28.96809938	28.45383622	29.00490682	28.52114482	28.4541501	28.28215421	28.57177735	28.87525552	28.80063798	29.05354234	29.07732244	28.50714563
ssx	FBgn0024987	26.56214878	26.42000324	25.96675257	25.07736828	24.10884857	25.77700844	26.13668734	26.2014059	26.68658965	26.61750872	28.0619332	28.30873571	27.07734791	29.26890057	28.43189262	28.96193224	27.32920042	28.47123146	28.22798009	29.08856174	29.28451685	28.5347498	28.23890601	28.59782808	28.47494845	29.03899491	29.01139998	28.85087885	28.32954262	29.25345158	28.93519891	29.73950303	28.49323838	29.24513188	28.91598703	29.41876548	29.21671644	29.53993429	30.01491492	29.58643727	29.94962962	29.59670903	29.56023282	29.42969974	30.0383932	29.75976854	30.02234262	30.52505307	28.72715371	28.79032667	29.50975254	30.21454113	30.01836825	29.83321989	29.97309084	30.28449478
AMPKalpha	FBgn0023169	26.68565435	27.70549898	27.38862106	27.85549025	27.46692172	27.8440388	27.42606418	27.46029615	27.47583756	27.45771565	27.49029539	27.02305685	26.66315914	26.5335473	26.73350322	26.87396578	26.51965353	26.54895522	26.99172406	26.74880808	26.97978295	27.10988484	26.98956029	26.83159004	27.08547521	27.10249509	27.27150762	26.97114567	27.15884756	26.91501826	27.05734364	26.57428458	26.4241909	26.71672675	26.42619218	26.88553217	26.59192108	27.05341287	27.0431216	26.20086359	26.4429101	26.50504914	27.15788442	26.35717893	27.11227341	26.56190123	26.40726958	26.1733325	26.43876064	26.2740522	26.48253078	26.53923917	27.10998444	26.41180137	26.998734	26.73143298
CG32813	FBgn0052813	22.5364263	22.09397049	22.50866245	22.46898939	23.13084841	22.85899924	22.42058514	22.63382202	22.68348211	21.35281006	22.1362341	22.45686769	22.39006129	22.55701084	22.60279755	21.88451952	22.40114768	22.44785498	22.50014381	22.48599373	22.32912569	22.62620764	22.80299808	22.61508839	22.873319	22.70779453	22.45748314	22.94459758	22.41893344	22.67515168	20.55669336	22.44131277	22.64471812	22.74541455	22.95351692	22.66553694	22.27206897	22.57931182	23.25213727	22.39723534	26.15211135	25.78284288	26.35247536	26.17043184	26.50521012	25.94105011	26.32925176	25.98618427	26.08778599	26.02795694	26.00442468	26.0278726	26.07873278	26.52323303	25.70234043	25.64223727
